,address,formatted_address,,latitude,longitude,number_of_results,status,zipcode
1415,"201 Cleveland Ave. NW, Canton, Ohio","201 Cleveland Ave NW, Canton, OH 44702, USA",,40.799769,-81.376598,1,OK,44702
1416,"5700 block of South Kilbourn, Chicago, Illinois","5700 S Kilbourn Ave, Chicago, IL 60629, USA",,41.7893324,-87.735562,1,OK,60629
1417,"West Georgia Road, Simpsonville, South Carolina","W Georgia Rd, Simpsonville, SC, USA",,34.7374447,-82.2729895,1,OK,
1418,"1800 block of Liberty Place, Raleigh, North Carolina","1800 Liberty Pl, Raleigh, NC 27610, USA",,35.7550541,-78.6109564,1,OK,27610
1419,"Highway 4, Pittsburg, California","CA-4, Pittsburg, CA, USA",,38.0169975,-121.888941,1,OK,
1420,"9700 block of Windsor Lane, Clarkston, Michigan","9700 Windsor Ln, Village of Clarkston, MI 48348, USA",,42.7793975,-83.4957054,1,OK,48348
1421,"2700 block of E 75th St, Chicago, Illinois","2700 E 75th St, Chicago, IL 60649, USA",,41.7601299,-87.5586129,1,OK,60649
1422,"Douglass Avenue, Memphis, Tennessee","Douglass Ave, Memphis, TN, USA",,35.1097655,-89.9560924,1,OK,
1423,"1000 block of Stein, Ferguson, Missouri","1000 Stein Rd, Ferguson, MO 63135, USA",,38.7566839,-90.2887535,1,OK,63135
1424,"7400 Georgetown Pike, Mc Lean (Mclean), Virginia","7400 VA-193, McLean, VA 22102, USA",,38.9588599,-77.2050798,1,OK,22102
1425,"4833 Oak Ridge Drive, Duluth (Hermantown), Minnesota","4833 Oak Ridge Dr, Duluth, MN 55811, USA",,46.796459,-92.189708,1,OK,55811
1426,"300 block of East 136th Street, Chicago, Illinois","300 E 136th St, Chicago, IL 60827, USA",,41.6480936,-87.6147425,1,OK,60827
1427,"2700 block of Pelham Avenue, Baltimore, Maryland","2700 Pelham Ave, Baltimore, MD 21213, USA",,39.326812,-76.5737548,1,OK,21213
1428,"Collins Drive, Dover, Delaware","Collins Dr, Dover, DE 19901, USA",,39.153714,-75.515838,1,OK,19901
1429,"3200 block of Coronado Rd, Kansas City, Kansas","3200 Coronado Rd, Kansas City, KS 66104, USA",,39.1433945,-94.6403314,1,OK,66104
1430,"4907 MacCorkle Avenue, Charleston, West Virginia","4907 MacCorkle Ave SE, Charleston, WV 25304, USA",,38.3195533,-81.5787897,1,OK,25304
1431,"2600 block of Longshadow Lane, Cordova, Tennessee","2600 Long Shadow Ln, Cordova, TN 38016, USA",,35.1988362,-89.7251703,1,OK,38016
1432,"1400 Southeast Bishop Boulevard, Pullman, Washington","1400 SE Bishop Blvd, Pullman, WA 99163, USA",,46.7205554,-117.1632094,1,OK,99163
1433,"Kennell Hill Dr, Beverly, Massachusetts","Kennel Hill Dr, Beverly, MA 01915, USA",,42.5820291,-70.8312539,1,OK,1915
1434,"8300 block of South King, Chicago, Illinois","8300 S King Dr, Chicago, IL 60619, USA",,41.7435607,-87.6151175,1,OK,60619
1435,"7600 S Broadway, Los Angeles, California","77th Area, 7600 S Broadway, Los Angeles, CA 90003, USA",,33.9702803,-118.2779687,1,OK,90003
1436,"Detroit Ave, Lakewood, Ohio","Detroit Ave, Lakewood, OH, USA",,41.4848446,-81.8017265,1,OK,
1437,"2511 Lipscomb Street, Melbourne, Florida","2511 Lipscomb St, Melbourne, FL 32901, USA",,28.0706882,-80.6044819,1,OK,32901
1438,"800 block of Jackson St, Orlando, Florida","800 Jackson St, Orlando, FL 32805, USA",,28.5392046,-81.3911237,1,OK,32805
1439,"3200 block of Mt. View Circle, Antioch, Tennessee","3200 Mt View Cir, Antioch, TN 37013, USA",,36.0515205,-86.6226585,1,OK,37013
1440,"Myrtle Ave., Brooklyn, New York","Myrtle Ave, Brooklyn, NY, USA",,40.6995995,-73.9107497,1,OK,
1441,"739 Central Avenue, Charleston, West Virginia","739 Central Ave, Charleston, WV 25302, USA",,38.3637838,-81.6530572,1,OK,25302
1442,"600 Terminal Drive, Louisville, Kentucky","600 Terminal Dr, Louisville, KY 40209, USA",,38.1858453,-85.7416476,1,OK,40209
1443,"2500 N Robison Rd, Texarkana, Texas","2500 N Robison Rd, Texarkana, TX 75501, USA",,33.4433691,-94.07937,1,OK,75501
1444,"6421 East 36th Street North, Tulsa, Oklahoma","6421 E 36th St N, Tulsa, OK 74115, USA",,36.2129958,-95.9056315,1,OK,74115
1445,"Lawyers road, Mint Hill, North Carolina","Lawyers Rd, Mint Hill, NC, USA",,35.1664669,-80.6517825,1,OK,
1446,"Ackley Ave, Johnson City, New York","Ackley Ave, Johnson City, NY 13790, USA",,42.103371,-75.9584383,1,OK,13790
1447,"Dalrymple Road, Anderson, South Carolina","State Rd S-4-97, South Carolina, USA",,34.6118194,-82.6473507,1,OK,
1448,"Shore Front Pkwy and Beach 102nd St, Corona (Queens), New York","Shore Front Pkwy & Beach 102nd St, Queens, NY 11694, USA",,40.5820758,-73.8219975,2,OK,11694
1449,"South 11th Street and East San Antonio Street, San Jose, California","E San Antonio St & S 11th St, San Jose, CA 95112, USA",,37.3379205,-121.877587,1,OK,95112
1450,"14200 block of 236th St N, Scandia, Minnesota","14200 236th St N, Scandia, MN 55073, USA",,45.2900112,-92.8151582,1,OK,55073
1451,"Kings Highway, Shreveport, Louisiana","Kings Hwy, Shreveport, LA, USA",,32.481747,-93.7570785,1,OK,
1452,"500 S Perryville Rd, Rockford, Illinois","500 S Perryville Rd, Rockford, IL 61108, USA",,42.2669617,-88.9798753,1,OK,61108
1453,"Big Creek Road, Byram, Mississippi","Big Creek Rd, Byram, MS, USA",,32.2137093,-90.3132267,1,OK,
1454,"Tonnelle Avenue, Jersey City, New Jersey","Tonnelle Ave, Jersey City, NJ, USA",,40.7513784,-74.0585106,1,OK,
1455,"CR 71, Guffey, Colorado","Guffey, CO 80820, USA",,38.7510722,-105.521369,1,OK,80820
1456,"Berger Road and I-35, Temple, Texas","I-35, Temple, TX, USA",,31.1033658,-97.3594736,1,OK,
1457,"6700 block of James Farmer Way, Capitol Heights (Seat Pleasant), Maryland","6700 James Farmer Way, Capitol Heights, MD 20743, USA",,38.894372,-76.9090265,1,OK,20743
1458,"46th St. and Kenmore, Indianapolis, Indiana","E 46th St & N Kenmore Rd, Indianapolis, IN 46226, USA",,39.8403748,-86.058275,1,OK,46226
1459,"5401 North Martin L King Boulevard, Lubbock, Texas","5401 N Martin L King Blvd, Lubbock, TX 79403, USA",,33.6565685,-101.8222599,1,OK,79403
1460,"1 block of Sulky Court, Randallstown, Maryland","1 Sulky Ct, Randallstown, MD 21133, USA",,39.369105,-76.813663,1,OK,21133
1461,"1550 Skibo Rd, Fayetteville, North Carolina","1550 Skibo Rd, Fayetteville, NC 28303, USA",,35.0814465,-78.956196,1,OK,28303
1462,"Prigge Rd and Riverview Dr, Saint Louis, Missouri","Riverview Dr & Prigge Rd, Spanish Lake, MO 63138, USA",,38.7777137,-90.1819126,1,OK,63138
1463,"2000 block of Denison St, Baltimore, Maryland","2000 Denison St, Baltimore, MD 21216, USA",,39.3102525,-76.6741967,1,OK,21216
1464,"900 block of Ray Road, New Iberia, Louisiana","900 Ray Rd, New Iberia, LA 70563, USA",,30.0019187,-91.7659389,1,OK,70563
1465,"6200 block of State Road 62, Georgetown, Indiana","6200 IN-62, Georgetown, IN 47122, USA",,38.2702755,-85.9292768,1,OK,47122
1466,"1300 S Cage Blvd, Pharr, Texas","1300 S Cage Blvd, Pharr, TX 78577, USA",,26.1792968,-98.1883333,1,OK,78577
1467,"600 block of Macon St, Baltimore, Maryland","600 S Macon St, Baltimore, MD 21224, USA",,39.2858822,-76.557414,1,OK,21224
1468,"1800 block of Monroe Street, Columbia, Missouri","1800 Monroe St, Columbia, MO 65201, USA",,38.9621329,-92.3115993,1,OK,65201
1469,"2100 BLOCK OF BRYANSTON CRESCENT ST, Detroit, Michigan","2100 Bryanston Crescent St, Detroit, MI 48207, USA",,42.3469567,-83.0301105,1,OK,48207
1470,"12th Avenue and Hyder Street, Fairview, Alaska","E 12th Ave & Hyder St, Anchorage, AK 99501, USA",,61.2106651,-149.8689987,1,OK,99501
1471,"16375 NW Gainesville Rd, Reddick, Florida","16375 NW Gainesville Rd, Reddick, FL 32686, USA",,29.3871156,-82.2050454,1,OK,32686
1472,"1192 Jackson Ave, Memphis, Tennessee","1192 Jackson Ave, Memphis, TN 38107, USA",,35.158809,-90.01844,1,OK,38107
1473,"1300 block of Moyer Road, Newport News, Virginia","1300 Moyer Rd, Newport News, VA 23608, USA",,37.1376813,-76.5768851,1,OK,23608
1474,"700 block of Park Avenue, Charleston, West Virginia","700 Park Ave, Charleston, WV 25302, USA",,38.3659199,-81.650992,1,OK,25302
1475,"Knollwood Dr, Cleveland (Parma), Ohio","Knollwood Dr, Cleveland, OH 44129, USA",,41.4157584,-81.7515167,1,OK,44129
1476,"1700 Block of Arlington St, Shreveport, Louisiana","1700 Arlington Ave, Shreveport, LA 71103, USA",,32.4956609,-93.7743579,1,OK,71103
1477,"Windsor St, Springfield, Massachusetts","Windsor St, Springfield, MA 01105, USA",,42.0968206,-72.5721562,1,OK,1105
1478,"Kennedy Boulevard, Jersey City, New Jersey","John F. Kennedy Blvd, Jersey City, NJ, USA",,40.7235224,-74.074696,1,OK,
1479,"200 block of West Railroad Street, Etna Green, Indiana","200 W Railroad St, Etna Green, IN 46524, USA",,41.277557,-86.0483448,1,OK,46524
1480,"2800 block of Kings Gift Dr, Ellicott City, Maryland","2800 Kings Gift Dr, Ellicott City, MD 21042, USA",,39.3008525,-76.915103,1,OK,21042
1481,"5900 block of South Loomis Boulevard, Chicago, Illinois","5900 S Loomis Blvd, Chicago, IL 60636, USA",,41.7865759,-87.65987,1,OK,60636
1482,"3300 block of North 8th, Milwaukee, Wisconsin","3300 N 8th St, Milwaukee, WI 53206, USA",,43.0788943,-87.9211872,1,OK,53206
1483,"24 Flood St., Charleston, South Carolina","24 Flood St, Charleston, SC 29403, USA",,32.7900329,-79.9536254,1,OK,29403
1484,"7 Boylston St, Randolph, Massachusetts","7 Boylston St, Randolph, MA 02368, USA",,42.1715742,-71.062057,1,OK,2368
1485,"2500 block of W Springfield, Champaign, Illinois","2500 W Springfield Ave, Champaign, IL 61821, USA",,40.1129807,-88.2876293,1,OK,61821
1486,"1900 block of West 5th Street, Jacksonville, Florida","1900 W 5th St, Jacksonville, FL 32209, USA",,30.3429156,-81.6899743,1,OK,32209
1487,"Auburn St and Central Ave, Rockford, Illinois","Auburn St & N Central Ave, Rockford, IL 61101, USA",,42.2882626,-89.116011,1,OK,61101
1488,"Hickory Road, London, Kentucky","Hickory Rd, Kentucky 40741, USA",,37.1597193,-84.216742,1,OK,40741
1489,"20 Signal Drive, Rapid City, South Dakota","20 Signal Dr, Rapid City, SD 57701, USA",,44.07255,-103.2186238,1,OK,57701
1490,"Tompkins and Vanderbilt Avenue, Staten Island, New York","Tompkins Ave & Vanderbilt Ave, Staten Island, NY 10304, USA",,40.6201826,-74.0769379,1,OK,10304
1491,"9000 W Airport Dr, Spokane, Washington","Main Terminal, 9000 W Airport Dr, Spokane, WA 99224, USA",,47.6252098,-117.5370929,1,OK,99224
1492,"Delaware St and Utica Ave, Huntington Beach, California","Delaware St & Utica Avenue, Huntington Beach, CA 92648, USA",,33.6757756,-117.9929816,1,OK,92648
1493,"6323 W Carmen Ave, Milwaukee, Wisconsin","6323 W Carmen Ave, Milwaukee, WI 53218, USA",,43.1228617,-87.9902262,1,OK,53218
1494,"400 block of Hyatt Ln, Toledo, Ohio","400 Hyatt Ln, Toledo, OH 43604, USA",,41.6436444,-83.5518386,1,OK,43604
1495,"Talcottville Road, Vernon, Connecticut","Talcottville Rd, Vernon, CT 06066, USA",,41.8434943,-72.4878103,1,OK,6066
1496,"Phillips Road, Windsor, New York","Philips Rd, Windsor, NY 13865, USA",,42.022747,-75.72641,1,OK,13865
1497,"3600 Presidential Blv, Austin, Texas","3600 Presidential Blvd, Austin, TX 78719, USA",,30.2038838,-97.666436,1,OK,78719
1498,"776 N Terminal Dr, Salt Lake City, Utah","776 N Terminal Dr, Salt Lake City, UT 84122, USA",,40.7866133,-111.9818541,1,OK,84122
1499,"400 block of Thrasher Avenue, Modesto, California","400 Thrasher Ave, Modesto, CA 95354, USA",,37.6339267,-120.9696391,1,OK,95354
1500,"2000 Sheridan St, Jacksonville, Florida","2000 Sheridan St, Jacksonville, FL 32207, USA",,30.2885947,-81.6438763,1,OK,32207
1501,"Stadium Drive, Williamsburg, Virginia","Stadium Dr, Williamsburg, VA 23186, USA",,37.2727164,-76.7134986,1,OK,23186
1502,"900 West Walnut, Selma, North Carolina","900 W Walnut St, Selma, NC 27576, USA",,35.5434634,-78.2901782,1,OK,27576
1503,"10300 Shady Lanes, Houston, Texas","10300 Shady, Houston, TX 77093, USA",,29.8615618,-95.3442131,1,OK,77093
1504,"Gopher Canyon Road and East Vista Way, Vista, California","Gopher Canyon Rd & E Vista Way, California 92084, USA",,33.2470497,-117.2279362,2,OK,92084
1505,"11200 block of Southwest 220th Terrace, Miami, Florida","11200 SW 220th Terrace, Goulds, FL 33170, USA",,25.5621971,-80.3727751,1,OK,33170
1506,"Linda Lane, Canyon, Texas","Linda Ln, Canyon, TX 79015, USA",,34.9761942,-101.9050279,1,OK,79015
1507,"23000 W 83rd St, Lenexa, Kansas","23000 W 83rd St, Lenexa, KS 66227, USA",,38.978576,-94.85185,1,OK,66227
1508,"621 11th St, Fortuna, California","621 11th St, Fortuna, CA 95540, USA",,40.5973751,-124.1549599,1,OK,95540
1509,"W 73rd St and US 20, Cleveland, Ohio",,,,,0,ZERO_RESULTS,
1510,"Deer Park Road, Nebo, North Carolina","Deer Park Rd, Dysartsville, NC 28761, USA",,35.6596751,-81.8860058,1,OK,28761
1511,"Totteridge Drive and Ripple Road, Wellford, South Carolina","Totteridge Dr & Ripple Dr, South Carolina 29385, USA",,34.9204891,-82.0816943,1,OK,29385
1512,"Pope Street and Summer Avenue, Memphis, Tennessee","Pope St & Summer Ave, Memphis, TN 38112, USA",,35.1493881,-89.955983,1,OK,38112
1513,"2600 block of Hickman Lane, Des Moines, Iowa","2600 Hickman Rd, Des Moines, IA 50310, USA",,41.6147675,-93.6519869,1,OK,50310
1514,"7300 block of 16th St, Rio Linda, California","7300 16th St, Rio Linda, CA 95673, USA",,38.6999901,-121.4283713,1,OK,95673
1515,"700 block of Van Buren Street, Cincinnati, Ohio","700 Van Buren St, Cincinnati, OH 45215, USA",,39.2465444,-84.4612833,1,OK,45215
1516,"20300 block of Gun Club Rd, Granite Falls, Washington","20300 Gun Club Rd, Granite Falls, WA 98252, USA",,48.0896239,-121.9582859,1,OK,98252
1517,"3601 Brockwell Rd, Durham, North Carolina","3601 Brockwell Rd, Durham, NC 27705, USA",,36.0148121,-79.0390909,1,OK,27705
1518,"County Road 1326, Wood (county), Texas","Co Rd 1326, Texas 75783, USA",,32.8222339,-95.4734839,1,OK,75783
1519,"600 block of Hwy 74, Wadesboro, North Carolina","600 I-74, Star, NC, USA",,35.3787892,-79.7669828,1,OK,
1520,"5600 block of Central Ave, Washington, District of Columbia","5600 Central Ave SE, Washington, DC 20019, USA",,38.8863582,-76.9207762,1,OK,20019
1521,"1601 N Zarzamora St, San Antonio, Texas","1601 N Zarzamora St, San Antonio, TX 78201, USA",,29.4441671,-98.5253087,1,OK,78201
1522,"200 block of Warren Street, Fall River, Massachusetts","200 Warren St, Fall River, MA 02721, USA",,41.6886694,-71.155898,1,OK,2721
1523,"900 block of West Patterson Street, Flint, Michigan","900 W Paterson St, Flint, MI 48504, USA",,43.0333028,-83.7160472,1,OK,48504
1524,"8320 Rockledge Rd, Lincoln, Nebraska","8320 Rockledge Rd, Lincoln, NE 68506, USA",,40.7829438,-96.6076952,1,OK,68506
1525,"Maple and Shields Avenue, Fresno, California","4630 E Shields Ave, Fresno, CA 93726, USA",,36.7787085,-119.744097,2,OK,93726
1526,"9200 block of South Chappel, Chicago, Illinois","9200 S Chappel Ave, Chicago, IL 60617, USA",,41.727239,-87.574635,1,OK,60617
1527,"1110 South C Street, Oxnard, California","1110 S C St, Oxnard, CA 93033, USA",,34.1897006,-119.1807188,1,OK,93033
1528,"Mobil Gas Station on Hypoluxo Road and North Seacrest Blvd., Boynton Beach, Florida","1510 Hypoluxo Rd, Lantana, FL 33462, USA",,26.5718541,-80.0665449,1,OK,33462
1529,"Southwest 4th Avenue, Boynton Beach, Florida","SW 4th Ave, Boynton Beach, FL, USA",,26.5236061,-80.0717981,1,OK,
1530,"520 Elm Street, Waterloo, Iowa","520 Elm St, Waterloo, IA 50703, USA",,42.4960856,-92.3236451,1,OK,50703
1531,"547 West I Street , Los Banos, California","547 W I St, Los Banos, CA 93635, USA",,37.0629086,-120.8605486,1,OK,93635
1532,"31000 block of Lighthouse Rd, Selbyville, Delaware","31000 Lighthouse Rd, Selbyville, DE 19975, USA",,38.4581366,-75.2014072,1,OK,19975
1533,"686 Main St, Weymouth, Massachusetts","686 Main St, Weymouth, MA 02190, USA",,42.1827735,-70.9550283,1,OK,2190
1534,"2200 block of Robert E. Lee Avenue, New Orleans, Louisiana","2200 Robert E Lee Blvd, New Orleans, LA 70122, USA",,30.0214383,-90.0604771,1,OK,70122
1535,"High Street, Princeton, West Virginia","High St, Princeton, WV 24740, USA",,37.3740289,-81.1079614,1,OK,24740
1536,"10000 South Princeton Avenue, Chicago, Illinois","10000 S Princeton Ave, Chicago, IL 60628, USA",,41.7124119,-87.6311607,1,OK,60628
1537,"Penn Avenue, Wilkinsburg, Pennsylvania","Penn Ave, Wilkinsburg, PA, USA",,40.4423388,-79.8807087,1,OK,
1538,"East Loudon Avenue, Lexington, Kentucky","E Loudon Ave, Lexington, KY, USA",,38.0498693,-84.4727031,1,OK,
1539,"200 block of N. Kimball, Casper, Wyoming","200 N Kimball St, Casper, WY 82601, USA",,42.8514847,-106.3195148,1,OK,82601
1540,"1000 block of W Swain Rd, Stockton, California","1000 W Swain Rd, Stockton, CA 95207, USA",,38.0035223,-121.3223828,1,OK,95207
1541,"51 Bartlett Street, Asheville, North Carolina","51 Bartlett St, Asheville, NC 28801, USA",,35.5830822,-82.5585898,1,OK,28801
1542,"900 block of West Bradley Avenue, Champaign, Illinois","900 W Bradley Ave, Champaign, IL 61821, USA",,40.127171,-88.257965,1,OK,61821
1543,"1900 block of Erline Dr, Jacksonville, Florida","1900 Erline Dr, Jacksonville, FL 32209, USA",,30.3613561,-81.6882912,1,OK,32209
1544,"5100 block of Indian Lakes Court, Jacksonville, Florida","5100 Indian Lakes Ct, Jacksonville, FL 32210, USA",,30.2511752,-81.7747874,1,OK,32210
1545,"2000 block of North Merrimac Avenue, Chicago, Illinois","2000 N Merrimac Ave, Chicago, IL 60639, USA",,41.9183961,-87.7816214,1,OK,60639
1546,"Westmoreland Cir NW, Atlanta, Georgia","Westmoreland Cir NW, Atlanta, GA 30318, USA",,33.7895066,-84.4490372,1,OK,30318
1547,"Bethel Ridge Road, Sharpsburg, Kentucky","Bethel Ridge Rd, Kentucky 40374, USA",,38.2478996,-83.8653942,1,OK,40374
1548,"8505 Waters Avenue, Savannah, Georgia","8505 Waters Ave, Savannah, GA 31406, USA",,31.9901877,-81.1070672,1,OK,31406
1549,"15060 S Bell Rd, Homer Glen, Illinois","15060 S Bell Rd, Homer Glen, IL 60491, USA",,41.6150992,-87.931144,1,OK,60491
1550,"Las Lomas Dr, Watsonville (Royal Oaks), California","Las Lomas Dr, California 95076, USA",,36.872555,-121.735898,1,OK,95076
1551,"1431 Dry Creek Rd, Ashland City, Tennessee","1431 Dry Creek Rd, Ashland City, TN 37015, USA",,36.198687,-87.060914,1,OK,37015
1552,"5700 block of Chapman, Houston, Texas","5700 Chapman St, Houston, TX 77009, USA",,29.8111036,-95.3545903,1,OK,77009
1553,"19th Street, Hopkinsville, Kentucky","W 19th St, Hopkinsville, KY 42240, USA",,36.8595465,-87.4958441,2,OK,42240
1554,"15800 block of Northwest 42nd Avenue, Miami Gardens, Florida","15800 NW 42nd Ave, Miami Gardens, FL 33054, USA",,25.9182546,-80.27079,1,OK,33054
1555,"Deer Run Rd, Putney, Vermont","Deer Run, Westminster, VT 05346, USA",,43.080741,-72.486635,1,OK,5346
1556,"400 block of Rockingham Street, Norfolk, Virginia","400 Rockingham St, Norfolk, VA 23523, USA",,36.8314448,-76.2779165,1,OK,23523
1557,"Goldenrod Road, Orange County, Florida","S Goldenrod Rd, Florida, USA",,28.4957192,-81.285501,1,OK,
1558,"3300 block of Broadway, Eureka, California","3300 Broadway St, Eureka, CA 95501, USA",,40.7792963,-124.1905928,1,OK,95501
1559,"3400 E Sky Harbor Blvd, Phoenix, Arizona","3400 E Sky Harbor Blvd, Phoenix, AZ 85034, USA",,33.43602,-111.997863,1,OK,85034
1560,"1600 block of Peabody Street, Corpus Christi, Texas","1600 Peabody Ave, Corpus Christi, TX 78407, USA",,27.8015455,-97.4161774,1,OK,78407
1561,"501 W. Cross St., Ypsilanti, Michigan","501 W Cross St, Ypsilanti, MI 48197, USA",,42.2455933,-83.6193366,1,OK,48197
1562,"Linnett Avenue and West 123rd Street, Cleveland, Ohio","W 123rd St & Linnet Ave, Cleveland, OH 44111, USA",,41.4564032,-81.7737583,1,OK,44111
1563,"2623 Northeast University Village, Seattle, Washington","2623 NE University Village St, Seattle, WA 98105, USA",,47.6631513,-122.2982466,1,OK,98105
1564,"2341 Sipes Avenue, Sanford, Florida","2341 Sipes Ave, Sanford, FL 32771, USA",,28.788509,-81.2308213,1,OK,32771
1565,"Granite Street, Rochester, New Hampshire","Granite St, Rochester, NH 03867, USA",,43.300191,-70.9762059,1,OK,3867
1566,"2400 block of Aurora Avenue North, Seattle, Washington","2400 Aurora Ave N, Seattle, WA 98109, USA",,47.640245,-122.345754,1,OK,98109
1567,"Ala Akua St, Waianae, Hawaii","Ala Akau St, Waianae, HI 96792, USA",,21.4563331,-158.195426,1,OK,96792
1568,"251 Lebo Blvd, Bremerton, Washington","251 Lebo Blvd, Bremerton, WA 98310, USA",,47.584282,-122.642783,1,OK,98310
1569,"7167 East Broad Street, Columbus, Ohio","7167 E Broad St, Blacklick, OH 43004, USA",,39.9824259,-82.8100712,1,OK,43004
1570,"1700 block of Creekmore Lane, Hattiesburg, Mississippi","1700 Creekmore Ln, Hattiesburg, MS 39401, USA",,31.3259291,-89.3154815,1,OK,39401
1571,"5600 block of Brookshire Boulevard, Charlotte, North Carolina","5600 Brookshire Blvd, Charlotte, NC 28216, USA",,35.2812433,-80.8975032,1,OK,28216
1572,"Sunnyside Ave and Worrell St, Chester, Pennsylvania","Sunnyside Ave & Worrell St, Chester, PA 19013, USA",,39.8662732,-75.3713052,1,OK,19013
1573,"Soutel Drive and Moncrief Road, Jacksonville, Florida","Soutel Dr & Moncrief Rd W, Jacksonville, FL 32209, USA",,30.391748,-81.7304702,1,OK,32209
1574,"Tyler Street and 91 Freeway, Riverside, California","Tyler St, Riverside, CA, USA",,33.9242758,-117.471432,2,OK,
1575,"4700 block of Messer Airport Highway, Birmingham, Alabama","4700 Messer Airport Hwy, Birmingham, AL 35212, USA",,33.5370854,-86.7662651,1,OK,35212
1576,"1200 block of Love Memorial School Road, Lincoln (county), North Carolina","1200 Love Memorial School Rd, Lincolnton, NC 28092, USA",,35.4518189,-81.2698864,1,OK,28092
1577,"W. Pacific Street near N. 22nd Street and Hunting Park Avenue, Philadelphia, Pennsylvania","1402 W Pacific St, Philadelphia, PA 19140, USA",,40.008709,-75.151553,1,OK,19140
1578,"1900 block of Cedarhill Drive, Killeen, Texas","1900 Cedarhill Dr, Killeen, TX 76543, USA",,31.1193726,-97.6723109,1,OK,76543
1579,"Leeway Dr, Columbia, Missouri","Leeway Dr, Columbia, MO 65202, USA",,38.9865381,-92.2953594,1,OK,65202
1580,"488 Old Reed Creek Road, Hartwell, Georgia","488 Old Reed Creek Rd, Hartwell, GA 30643, USA",,34.3970002,-82.9269829,1,OK,30643
1581,"Kendal Ridge and Columbia Pines, Cypress, Texas","Columbia Pines Ln & Kendal Ridge Ln, Cypress, TX 77433, USA",,29.9471774,-95.7170935,1,OK,77433
1582,"1000 Glenn Hearn Blvd SW, Huntsville, Alabama","Terminal, HSV, 1000 Glenn Hearn Blvd SW, Huntsville, AL 35824, USA",,34.6482049,-86.774574,1,OK,35824
1583,"3301 Miami Gardens Drive, Miami Gardens, Florida","3301 Miami Gardens Dr, Miami Gardens, FL 33056, USA",,25.9423749,-80.257126,1,OK,33056
1584,"Meadowbrook Court, West Haven, Connecticut","Meadowbrook Ct, West Haven, CT 06516, USA",,41.2709802,-72.9874164,1,OK,6516
1585,"15th Avenue SE , Catawba County, North Carolina","15th Ave SE, Hickory, NC 28602, USA",,35.7086385,-81.3133134,1,OK,28602
1586,"500 block of Oswego Street, Syracuse, New York","500 Oswego St, Syracuse, NY 13204, USA",,43.043156,-76.1640523,1,OK,13204
1587,"800 Block of Gerard St, Durham, North Carolina","800 Gerard St, Durham, NC 27701, USA",,35.9954499,-78.9195396,1,OK,27701
1588,"4200 block of 4th St SE, Washington, District of Columbia","4200 4th St SE, Washington, DC 20032, USA",,38.8291428,-77.0005308,1,OK,20032
1589,"2617 E. Washington Ave, Madison, Wisconsin","2617 E Washington Ave, Madison, WI 53704, USA",,43.1006404,-89.3480608,1,OK,53704
1590,"8500 Pena Blvd, Denver, Colorado","8500 Peña Blvd, Denver, CO 80249, USA",,39.8587343,-104.6737705,2,OK,80249
1591,"11000 block of SE 115th St, Oklahoma City, Oklahoma","SE 115th St, Oklahoma City, OK 73165, USA",,35.3522599,-97.3179301,1,OK,73165
1592,"3900 block of S. Sheridan Road, Tulsa, Oklahoma","3900 S Sheridan Rd, Tulsa, OK 74145, USA",,36.1084618,-95.9045045,1,OK,74145
1593,"200 block of N 9th St, Darby, Pennsylvania","200 N 9th St, Darby, PA 19023, USA",,39.9215836,-75.2590217,1,OK,19023
1594,"2500 block of East Ave, Fresno, California","2500 S East Ave, Fresno, CA 93706, USA",,36.7107037,-119.77271,1,OK,93706
1595,"6200 S Aberdeen St, Chicago, Illinois","6200 S Aberdeen St, Chicago, IL 60621, USA",,41.7813164,-87.6524483,1,OK,60621
1596,"600 block of South 7th St, Nashville, Tennessee","600 S 7th St, Nashville, TN 37206, USA",,36.1676177,-86.7573064,1,OK,37206
1597,"2214 Leopard St., Corpus Christi, Texas","2214 Leopard St, Corpus Christi, TX 78408, USA",,27.7969906,-97.4146297,1,OK,78408
1598,"Daniel Cir and Revere St, Jackson, Mississippi","Daniel Cir & Revere St, Jackson, MS 39212, USA",,32.2586273,-90.2411144,1,OK,39212
1599,"1000 block of North Winston Avenue, Tulsa, Oklahoma","1000 N Winston Ave, Tulsa, OK 74115, USA",,36.1688,-95.923608,1,OK,74115
1600,"1430 1st Ave NE, Cedar Rapids, Iowa","1430 1st Ave NE, Cedar Rapids, IA 52402, USA",,41.988141,-91.6528625,1,OK,52402
1601,"300 block of Ryder Ave, Clarksville, Tennessee","300 Ryder Ave, Clarksville, TN 37042, USA",,36.5715088,-87.426208,1,OK,37042
1602,"2406 West Washington Avenue, Yakima, Washington","2406 W Washington Ave, Yakima, WA 98903, USA",,46.5701759,-120.5398884,1,OK,98903
1603,"8400 block of Charlton Road, Randallstown, Maryland","8400 Charlton Rd, Randallstown, MD 21133, USA",,39.3682121,-76.7688973,1,OK,21133
1604,"Southgate Parkway, Myrtle Beach, South Carolina","Southgate Pkwy, Myrtle Beach, SC 29579, USA",,33.7537547,-78.942557,1,OK,29579
1605,"Bertrand Road, Indianapolis, Indiana","Bertrand Rd, Indianapolis, IN 46222, USA",,39.8136182,-86.2333807,1,OK,46222
1606,"1300 block of Martin Street, Nashville, Tennessee","1300 Martin St, Nashville, TN 37203, USA",,36.139592,-86.769328,1,OK,37203
